plant_code,cached,developable_mi2_box,developable_mi2_box_incl_forest,frac_excl_slope,frac_excl_protected,frac_forest,name,state
50815,False,35.10467852619015,48.461226327296544,0.0088046875,0.0392421875,0.066471875,"Odyssey Energy Altura Cogen, LLC",TX
55112,False,174.2262052088957,174.2262052088957,0.0040734375,0.05578125,6.25e-06,Sutter Energy Center,CA
55393,False,15.820960658651114,16.99027104579691,0.629815625,0.2161828125,0.2762484375,Metcalf Energy Center,CA
55183,True,173.66014083425662,,,,,Nelson Energy Center,IL
469,False,13.025387979724535,13.176199482851214,0.01976875,0.0742140625,0.0009828125,Cherokee,CO
56565,False,40.64925996372309,62.77650439827968,0.01146875,0.0050265625,0.103115625,J Lamar Stall Unit,LA
55164,True,80.60944340509548,,,,,Bluegrass Generating Station,KY
55400,False,87.71634861695458,87.71634861695458,0.212490625,0.3668171875,0.0,Elk Hills Power LLC,CA
54761,False,177.57116264921234,177.598267020742,0.0404234375,0.0153125,0.00018125,Hermiston Generating Plant,OR
643,False,12.946854800677,32.640265668645426,0.000621875,0.0747203125,0.0996640625,Lansing Smith,FL
56476,False,78.38723243160443,78.42858397278432,0.185784375,0.0819359375,0.0228421875,Gateway Generating Station,CA
55364,False,108.06895170020252,156.10693284130483,0.0627171875,0.0468578125,0.2774328125,Sugar Creek Power,IN
59338,False,81.96709442517827,81.96709442517827,0.0732046875,0.6092484375,0.0,Gila River Power Block 1,AZ
55306,False,81.96709442517827,81.96709442517827,0.0732046875,0.6092484375,0.0,Gila River Power Block 4,AZ
60768,False,81.96709442517827,81.96709442517827,0.0732046875,0.6092484375,0.0,Gila River Power Block 2,AZ
59784,False,81.96709442517827,81.96709442517827,0.0732046875,0.6092484375,0.0,Gila River Power Block 3,AZ
56031,False,149.13137958378186,158.40037966304695,0.0285203125,0.00146875,0.05240625,Fox Energy Center,WI
55168,False,120.99947437957317,175.23844923794644,0.030878125,0.0095703125,0.26118125,Bastrop Energy Center,TX
55231,True,19.717387812013914,,,,,Liberty Electric Power Plant,PA
3804,True,8.192122548874345,,,,,Possum Point,VA
55188,True,150.2058246705738,,,,,Cordova Energy,IL
55470,False,25.53475042455709,30.376703153974486,0.001509375,0.0594171875,0.022221875,Green Power 2,TX
8073,False,11.905768940383151,31.83269439383805,0.5920078125,0.1713359375,0.5835765625,Beaver,OR
2411,True,2.960283859760786,,,,,PSEG Sewaren Generating Station,NJ
55154,False,87.92345381479674,167.9616204661128,0.0548359375,0.0742015625,0.4413171875,Lost Pines 1 Power Project,TX
55661,False,13.185581765303795,62.63785511314709,0.0753234375,0.1519,0.3372609375,Newington Energy Center,NH
55522,False,191.18381201207993,191.18381201207993,0.0276515625,0.007484375,0.0,Sundance,AZ
2404,True,0.9055640026454523,,,,,PSEG Kearny Generating Station,NJ
63688,False,33.80019377333864,41.5972179833765,0.0019578125,0.0381015625,0.0353078125,Topaz Generating,TX
8031,False,175.1216919452032,176.69722041335152,0.0071765625,0.033178125,0.0097046875,Emery Station,IA
55514,False,22.265546227746494,22.265546227746494,0.443371875,0.8575546875,0.004465625,Apex Generating Station,NV
55218,False,33.326909747397316,81.68562595160084,0.0274828125,0.0523609375,0.248025,Hinds Energy Facility,MS
165,False,116.42752288962451,168.6242876008192,0.1085203125,0.000528125,0.32581875,GREC,OK
55221,False,65.7420006371808,119.87985534023179,0.028696875,0.1148171875,0.264278125,Harry L. Oswald,AR
58835,False,210.05019205645044,210.05748938724687,0.0008359375,0.0,3.28125e-05,Elk Station,TX
7836,True,82.76180849810619,,,,,Marsh Run Generation Facility,VA
55392,True,50.92390172512783,,,,,Zion Energy Center,IL
7872,True,200.24327444990402,,,,,Robert P Mone Plant,OH
55406,False,28.529435986644007,89.52434919476129,0.0034984375,0.0441171875,0.2759265625,Bobby C Smith Jr Energy Facility,GA
55107,False,9.267262619551639,49.45644325115555,0.123990625,0.1127546875,0.3072796875,Rhode Island State Energy Center,RI
55375,False,0.7610073544871607,3.155574331551555,0.0521359375,0.0207125,0.0176296875,Astoria Energy,NY
10789,False,24.956176339981234,31.08662919288648,0.0001671875,0.1086671875,0.0276421875,Sabine River Operations,TX
7946,False,44.46923888969449,130.78102507430336,0.2996875,0.0293046875,0.6492875,Wansley Unit 9,GA
55206,False,72.73631845960891,74.62389469229122,0.0032890625,0.00165625,0.008934375,Corpus Christi Energy Center,TX
55662,False,52.405954860693,91.69860628016136,0.3864734375,0.017865625,0.457875,Chehalis Generating Facility,WA
55295,False,119.71201673191338,119.71896657076715,0.058940625,0.400178125,3.28125e-05,Blythe Energy Inc,CA
913,False,23.704857854361023,25.931238731164328,0.056090625,0.023309375,0.02120625,Venice,IL
1927,False,3.6358081963466495,6.071031730705563,0.0393296875,0.00885625,0.015603125,Riverside (MN),MN
55192,False,85.1323985311251,97.30955867874773,0.00109375,0.180103125,0.102228125,Osceola Generating Station (FL),FL
688,False,9.939659528653308,42.970506140880275,0.0395375,0.43898125,0.397690625,Arvah B Hopkins,FL
55126,False,2.1078861243466287,17.935449129908818,0.1139796875,0.0414625,0.1242171875,Milford Power Project,CT
55212,False,10.19993099372677,75.73517392500808,0.1667296875,0.0990375,0.4509,ANP Blackstone Energy Project,MA
55211,False,9.855566478522762,73.05670603076743,0.1305421875,0.1018578125,0.41146875,ANP Bellingham Energy Project,MA
55259,False,4.140713989072606,5.83612717744834,0.0118609375,0.0355671875,0.0106109375,Whiting Clean Energy,IN
568,False,1.9056458137020955,17.815911901624077,0.0824359375,0.026728125,0.112490625,Bridgeport Station,CT
7985,False,91.20968511679905,103.39205764356201,0.0752875,0.04491875,0.0883234375,Greater Des Moines,IA
7512,False,135.38494582297932,158.00528132421047,0.0181390625,0.012384375,0.1058484375,Arthur Von Rosenberg,TX
4937,False,115.87640066852101,168.09019248490745,0.08105625,0.0002,0.2791609375,Thomas C Ferguson,TX
55015,False,96.08430208882915,137.11927810893613,0.0013828125,0.0822203125,0.22178125,Sweeny Cogen Facility,TX
7158,True,72.47708947036351,,,,,Woodsdale,OH
7813,False,48.097749755244685,119.08062387204892,0.3586640625,0.0045796875,0.608259375,Sewell Creek Energy,GA
55664,False,63.863459195008375,133.92269972814736,0.040890625,0.0,0.3311046875,Harrison County Power Project,TX
55251,False,110.3783831513083,169.84050940022792,0.0706234375,0.0068640625,0.328390625,Gleason Generating Facility,TN
56102,False,80.27828358371362,80.73349802863517,0.5363859375,0.4600796875,0.1498859375,Currant Creek,UT
7063,False,15.704550857850565,75.90092758167035,0.0308265625,0.0871109375,0.3184484375,McIntosh (AL),AL
55247,True,182.88014454960268,,,,,"Darby Power, LLC",OH
55294,False,23.74030203251522,90.72875626811859,0.0781734375,0.05016875,0.366125,Westbrook Energy Center Power Plant,ME
1904,False,10.81429674839951,19.195802406038922,0.1051765625,0.052353125,0.078590625,Black Dog,MN
55391,False,137.86430083405963,149.2342371988176,0.0532015625,0.03565,0.078053125,RockGen Energy Center,WI
55985,False,13.738093954178035,13.928867030713858,0.582521875,0.062390625,0.005890625,Palomar Energy,CA
56807,True,43.833676126517766,,,,,Bear Garden,VA
6061,False,42.56081314045088,122.77307325505375,0.068415625,0.03996875,0.4271140625,R D Morrow,MS
55970,False,177.16216463266832,177.35537015280295,0.0604015625,0.092228125,0.0018046875,Cosumnes,CA
55710,True,7.075978428959841,,,,,Allegheny Energy Units 3 4 & 5,PA
55404,False,82.19643910735249,86.80070734797116,0.002975,0.0,0.0207078125,Carville Energy LLC,LA
55283,False,140.21195639886113,141.37813935852273,0.115253125,0.1271296875,0.0338234375,Front Range Power Plant,CO
55457,False,112.519628502153,133.12173080025107,0.0154328125,0.0008328125,0.101821875,McClain Energy Facility,OK
55545,False,132.73497226803912,136.41908184441942,0.0013546875,0.002684375,0.0174984375,Hidalgo Energy Center,TX
55220,False,51.872902220609305,142.63745015882478,0.1363515625,0.036425,0.5304296875,Attala,MS
56349,False,151.07768195477848,151.08115687420536,0.0006296875,0.0,1.5625e-05,Quail Run Energy Center,TX
55068,False,15.494665724466893,108.07312160351478,0.0913203125,0.062475,0.5116625,Maine Independence Station,ME
404,False,0.9802747703234156,0.9816647380941684,0.0362609375,0.0056390625,0.0001296875,Scattergood,CA
399,False,1.773251383537891,1.8229427313423037,0.0918953125,0.010990625,0.0040140625,Harbor,CA
7837,True,42.175097084066984,,,,,Louisa Generation Facility,VA
59326,True,72.94446613327914,,,,,Middletown Energy Center,OH
59325,False,46.129207899916025,108.42130853008835,0.2838109375,0.0823796875,0.5246734375,Kings Mountain Energy Center,NC
55414,False,25.694249226250975,51.823558364747576,0.0008984375,0.1752828125,0.1660953125,Shady Hills Generating Station,FL
676,False,32.876560189673405,38.43851622434075,0.0036,0.114228125,0.03575,C D McIntosh Jr,FL
55438,True,25.285251209706963,,,,,MRP Elgin LLC,IL
7917,False,44.33962439507179,130.6854647900641,0.3002421875,0.0293046875,0.64976875,Chattahoochee Energy Facility,GA
57901,False,0.9847921655783622,0.9861821333491151,0.036834375,0.00520625,0.0001296875,El Segundo Energy Center LLC,CA
55077,False,108.61729398576449,108.61729398576449,0.2768296875,0.455303125,4.375e-05,Desert Star Energy Center,NV
7925,False,196.79337444289555,198.86894381657217,0.008909375,0.022825,0.0109875,Lakefield Junction,MN
56806,False,42.87112344527145,49.511694470042976,0.00385,0.00270625,0.0302109375,Cedar Bayou 4,TX
55098,False,67.21328152252264,70.13012888944739,0.01123125,0.0572796875,0.0335546875,Frontera Energy Center,TX
56196,False,0.7332079990721045,3.082948515529721,0.0536109375,0.0229921875,0.0174390625,Zeltmann,NY
50625,False,39.580027256071496,48.383735624077076,0.001046875,0.0646734375,0.0399984375,ExxonMobil Beaumont Refinery,TX
58562,False,165.0965493986486,165.0965493986486,0.05644375,0.0,0.0,Montana Power Station,TX
2963,False,126.90197251807496,163.36082714492102,0.0577234375,0.01431875,0.2136390625,Northeastern,OK
61035,True,38.48925004797323,,,,,Birdsboro Power,PA
61322,True,4.283880669460145,,,,,Long Ridge Energy Generation,OH
55065,False,200.90976399598,200.90976399598,0.0002546875,0.0,0.0,Mustang Station,TX
55042,False,1.891051152109191,17.502821661262008,0.0807140625,0.0263125,0.1099921875,Bridgeport Energy Project,CT
55276,True,6.322963389154509,,,,,Ceredo Generating Station,WV
55313,False,69.42055034247808,78.96163661286803,0.0012796875,0.0530640625,0.042903125,Ingleside Cogeneration,TX
3236,False,8.299497559164998,37.77063671049403,0.0730765625,0.0478140625,0.180340625,Manchester Street,RI
2393,True,48.565473910103,,,,,Gilbert,NJ
55088,False,0.9837496897502976,3.516270968061908,0.007871875,0.0041046875,0.0122078125,Dearborn Industrial Generation,MI
6761,False,157.36311621412267,157.3686760852057,0.1283703125,0.17435625,3.75e-05,Rawhide,CO
7604,False,188.2037211115859,193.59853352182023,0.0123890625,0.020878125,0.03390625,St Francis Energy Facility,MO
55103,False,91.87339472733352,107.20439174679427,0.310590625,0.06934375,0.2137984375,Klamath Cogeneration Plant,OR
55224,False,165.5941578605781,186.01730180819175,0.035634375,0.01598125,0.116846875,Wheatland Generating Facility,IN
57515,False,7.73308569258323,7.870692501887758,0.2777453125,0.0041921875,0.014015625,Walnut Creek Energy Park,CA
58503,False,199.94721131473366,199.96215346826926,0.0683140625,0.0,7.03125e-05,Carty Generating Station,OR
54676,False,11.522832819540753,19.311169731011407,0.002609375,0.1919734375,0.036890625,Oyster Creek Unit VIII,TX
55141,False,35.932404333673446,128.6536794011662,0.28379375,0.0306171875,0.670934375,Hawk Road Facility,GA
55128,False,62.93426574026012,150.0320786992297,0.1079296875,0.00048125,0.474315625,Walton County Energy Facility,GA
55117,False,39.43998800316815,57.75281338283636,0.0014578125,0.00745625,0.086353125,RS Cogen,LA
64383,False,101.64104574435616,113.18959296765584,0.014534375,0.030125,0.0567578125,Braes Bayou Plant,TX
66604,False,70.59681056847765,83.41092344704775,0.0031765625,0.013234375,0.05865,Remy Jade Power Station,TX
63335,False,18.606108579297047,22.387168407687362,0.0078046875,0.0020984375,0.017265625,HO Clarke Generating,TX
65372,False,142.2065601498914,155.60341701634962,0.0009328125,0.02510625,0.067871875,Mark One Power Station,TX
65373,False,162.85140395694012,173.07913430608195,0.00308125,0.0008828125,0.04684375,Brotman Power Station,TX
56227,False,11.584686385339252,30.609175263632892,0.596665625,0.184028125,0.5886578125,Port Westward,OR
55237,False,168.6069130036848,197.04183118191762,0.037340625,0.0002390625,0.1620109375,Shelby Energy County,IL
2079,False,32.13952977923173,43.96398560502584,0.166978125,0.002434375,0.1073578125,Hawthorn,MO
56326,False,200.81802612311031,200.81802612311031,0.0002609375,0.0,0.0,Mustang Station Unit 4,TX
50949,False,105.19032844697345,110.56672378424531,0.01246875,0.0191046875,0.0250546875,Hardee Power Station,FL
55086,False,80.284538438682,88.03708368005577,0.0013578125,0.03273125,0.0348859375,Gregory Power Plant,TX
7843,False,202.03285795474827,206.53600604004464,0.0009546875,0.0061484375,0.0211140625,Pleasant Valley (MN),MN
55176,False,53.606887014623425,109.82274353494986,0.028625,0.0,0.2672625,Eastman Cogeneration Facility,TX
147,False,43.519543410327636,43.519543410327636,0.0624625,0.0004984375,0.0,Kyrene,AZ
2953,False,83.44080775411894,92.17189030610268,0.005659375,0.0495390625,0.045603125,Mustang,OK
55081,False,131.012107216191,151.8310444865265,0.0129203125,0.09143125,0.1074703125,Brownsville Peaking Power,TN
55417,False,161.50139775959647,198.903693010841,0.00795625,0.0006609375,0.175453125,Raccoon Creek Energy Center,IL
1571,True,32.98706262744825,,,,,Chalk Point Power,MD
59926,False,55.96739978130438,150.06370046601432,0.169253125,0.012646875,0.57005625,Alpine Power Plant,MI
2070,False,58.13540201173606,141.13941239389592,0.0999453125,0.0269703125,0.45725625,Moselle,MS
3006,False,161.39854014456077,183.7954383266434,0.082478125,0.0358546875,0.141621875,Anadarko Plant,OK
52088,False,29.12225724087008,34.47537061798182,0.0019796875,0.0591671875,0.0244828125,Texas City Power Plant,TX
3494,False,198.00334138733587,198.00334138733587,0.000325,0.038509375,0.0,Permian Basin,TX
3797,True,27.362905535039715,,,,,Chesterfield,VA
56998,False,137.24298524053313,137.25132504715765,0.0288421875,0.1209890625,6.25e-05,Pueblo Airport Generating Station,CO
2880,True,163.68121471607955,,,,,Richland (OH),OH
10725,False,31.341340786876934,85.87116640128022,0.265728125,0.070221875,0.4726796875,Selkirk Cogen,NY
3464,False,14.289911159166898,29.355076842471174,0.012896875,0.0333515625,0.0769609375,Greens Bayou,TX
56803,False,165.5854705620109,165.5854705620109,0.2026578125,0.1739140625,0.0006046875,Panoche Energy Center,CA
10308,True,8.69146847051729,,,,,Sayreville Cogeneration Facility,NJ
55079,False,11.446384592149348,74.30837200833032,0.332971875,0.1286578125,0.5920921875,Millennium Power,MA
60264,False,27.879278561874383,34.8381522061483,0.0005578125,0.024975,0.031684375,Bacliff,TX
2869,True,43.0817035625405,,,,,West Lorain,OH
56445,False,163.2607494654268,163.43970781591125,0.00855,0.0080484375,0.0008140625,Spindle Hill Energy Center,CO
52120,False,29.37696883486053,41.438414165568,0.00323125,0.1321515625,0.0584328125,Freeport Energy,TX
55223,False,170.70228941809467,186.7487723475504,0.0055640625,0.00020625,0.0733296875,Ennis Power Company LLC,TX
55433,False,137.2673096765213,150.90532595120516,0.0004359375,0.0,0.0613421875,Bayou Cove Peaking Power,LA
56400,False,58.11524747906015,60.85417897132855,0.00215,0.0628578125,0.0187234375,Treasure Coast Energy Center,FL
55244,False,60.6818229677552,145.71518629521418,0.107565625,0.00048125,0.4622984375,Doyle Energy Facility,GA
7929,False,149.44933471134158,176.57351328175451,0.028009375,0.0025375,0.14025,West Gardner,KS
7237,False,147.71187499790057,151.33586846819583,0.053053125,0.0058546875,0.024903125,Angus Anson,SD
50216,False,2.0852991480718956,2.1266506892517913,0.068815625,0.010215625,0.00294375,Watson Cogeneration,CA
7948,False,91.50088336477177,140.70504746553567,0.257853125,0.0174921875,0.4347703125,Lawrence County Station,IN
55486,False,30.37566067814642,102.49274849588495,0.0212296875,0.189865625,0.3976453125,Washington Parish Energy Center,LA
10633,True,36.20900792005325,,,,,Hopewell Cogeneration,VA
55645,False,136.51394714477328,136.52888929830888,0.0134484375,0.0918171875,8.28125e-05,Blue Spruce Energy Center,CO
50707,False,185.14926693535662,185.2795764138647,0.0047703125,0.0061046875,0.000590625,JM Shafer Generating Station,CO
57555,False,11.291750677653098,11.294183121251915,0.5811234375,0.2307296875,0.0007515625,Pio Pico Energy Center,CA
56046,False,2.4863048499340796,2.6638732326477506,0.4465234375,0.102375,0.0126078125,Magnolia Power Project,CA
7764,False,63.33805137766381,150.57138619428179,0.107609375,0.00048125,0.474803125,MPC Generating,GA
10307,False,9.607804723386076,73.65717210773263,0.1449609375,0.1011453125,0.4259,Bellingham Cogeneration Facility,MA
55938,True,8.103164611546164,,,,,NAEA Ocean Peaking Power LLC,NJ
55349,True,12.587200639994713,,,,,Pleasants Energy LLC,WV
10692,False,38.22828359901439,46.01349308300085,0.005303125,0.0152828125,0.0364,ExxonMobil Baytown Turbine,TX
7203,False,126.15660230100876,131.38357610292468,0.0246421875,0.0966796875,0.03036875,South Fond Du Lac,WI
7159,False,134.5634748704644,141.03829223857366,0.0579953125,0.0132546875,0.041840625,Concord,WI
7270,False,146.89978632783826,160.27475120190712,0.0074109375,0.0286296875,0.0726,Paris (WI),WI
56799,False,11.271248653034494,40.35528178020887,0.0017703125,0.0657484375,0.1522734375,Greenland Energy Center,FL
50043,False,20.729631841064645,26.050428467506382,0.0080890625,0.0157578125,0.0252328125,Houston Chemical Complex Battleground,TX
60387,True,173.6438087129503,,,,,Invenergy Nelson Expansion LLC,IL
55202,False,129.7302094396142,181.80604695475344,0.0358421875,0.0019796875,0.2586515625,Pinckneyville,IL
6223,False,157.07469790169148,200.8826596244503,0.0283078125,0.00046875,0.2185890625,Empire Energy Center,MO
3443,False,144.65637834584322,159.06096184609723,0.004446875,0.0003125,0.0658046875,Victoria,TX
1240,False,172.91824553661732,178.41452559411658,0.0016328125,0.0,0.024840625,Gordon Evans Energy Center,KS
55109,True,28.113488131246232,,,,,MRP Rocky Road LLC,IL
7960,False,27.272210137998098,128.67522390161284,0.2303171875,0.0225578125,0.6604421875,Kemper County,MS
55135,False,83.56555736154401,87.15063173425818,0.008334375,0.0144765625,0.0170921875,Alliant Energy Neenah,WI
666,False,5.175892486340757,21.16712419690909,0.0049234375,0.0332203125,0.0790953125,J D Kennedy,FL
7212,True,24.749071142139066,,,,,Darbytown,VA
7032,True,23.838989744238667,,,,,Gravel Neck,VA
3482,False,170.37773194362387,170.92051435810285,0.0252296875,0.003753125,0.00291875,Jones,TX
57943,False,182.39782573315145,182.71543336876846,0.106315625,0.0272859375,0.0038640625,Lonesome Creek Station,ND
57349,True,58.9884947310356,,,,,Garrison Energy Center LLC,DE
2493,False,0.8169535572599611,1.778811254620902,0.03190625,0.0506109375,0.0079171875,East River,NY
54538,False,67.02355092181487,128.3968828555196,0.186609375,0.0083015625,0.4235,Hartwell Energy Facility,GA
10761,False,32.62462853122446,32.63157837007822,0.0666140625,0.1815,4.375e-05,Las Vegas Generating Station,NV
55165,False,57.78269768990754,66.75320219040346,0.0016671875,0.010825,0.04046875,Calcasieu,LA
58471,False,212.57437352813753,212.57437352813753,4.84375e-05,0.0,0.0,Ector County Energy Center,TX
55718,False,39.92856167458776,69.07514335144602,0.0056484375,0.0012390625,0.1330890625,Dean,MI
8063,False,121.60341537596527,148.27689689671158,0.089740625,0.0,0.163565625,DeCordova Steam Electric Station,TX
55253,True,103.8017506439914,,,,,Crete Energy Venture LLC,IL
55250,True,113.81681592420806,,,,,University Park South,IL
55284,True,9.120273527794529,,,,,Big Sandy Peaker Plant,WV
2499,False,2.4623279058885936,4.456584164976181,0.034453125,0.0586265625,0.0203234375,Narrows Gas Turbines Generating,NY
56151,False,146.03696383414345,179.41564988100131,0.0362046875,0.0006,0.175415625,South Harper,MO
55517,False,10.469237249310126,60.205411514329676,0.2786859375,0.056965625,0.430475,Wallingford Energy,CT
61144,False,178.1045627812387,180.3052292542831,0.025165625,0.06545625,0.0110625,Astoria Station,SD
56234,False,6.4174811975657,42.873555888870264,0.0124046875,0.0706828125,0.211003125,Caithness Long Island Energy Center,NY
56241,False,153.63383268519289,166.82462682963703,0.1506734375,0.0090453125,0.1495875,Cannon Falls Energy Center,MN
56166,False,135.10486731717265,149.2422295134994,0.042940625,0.014275,0.083234375,Sheboygan Falls,WI
55651,False,180.72152460162357,194.69904050431376,0.003434375,0.0001390625,0.06436875,Spring Creek Energy Center,OK
55972,False,161.45830875870314,170.71653658774488,0.10574375,0.0303328125,0.0828375,Cass County,NE
56292,False,64.54106848325037,132.15674567540594,0.073665625,0.02891875,0.3593890625,Hamlet Generating Facility,NC
56249,False,41.680268557678986,130.3994789212317,0.258009375,0.0273359375,0.605259375,Anson County Generation Facility,NC
683,False,3.9301338718035557,12.372450619413405,0.0018125,0.180934375,0.0443,Indian River Plant,FL
7759,False,44.05294354235402,60.58383023991713,0.0248859375,0.004559375,0.090009375,Georgetown,IN
7972,False,68.30197377896476,116.87022762460927,0.0149859375,0.00274375,0.2233421875,Sumpter,MI
3096,True,1.5035976360118466,,,,,Brunot Island,PA
55933,False,108.43625068362394,108.44424299830577,0.3451453125,0.0014796875,0.0115625,Tracy Combined Cycle Power Plant,CA
2292,False,66.38486073115396,68.70124202111352,0.1169,0.03740625,0.0328765625,Sarpy County,NE
56164,False,136.56155354092158,152.69004456885173,0.08071875,0.0269359375,0.1194734375,Faribault Energy Park,MN
564,False,27.482790255267147,45.04260059513002,0.0044671875,0.0856578125,0.0950921875,Stanton Energy Center,FL
1556,True,17.386759352404148,,,,,Perryman,MD
8027,False,35.4712825257262,46.31928599256647,0.1082046875,0.0703,0.099134375,Blue Lake,MN
990,False,25.62023344245839,34.85066191608507,0.018753125,0.0022453125,0.0453515625,Harding Street,IN
1572,True,82.11825342024765,,,,,Dickerson Power,MD
56610,False,186.99201670743216,188.30310380719473,0.0597328125,0.03509375,0.006996875,Deer Creek Station,SD
50152,False,20.23932070993159,21.529558293132883,0.0002890625,0.0063515625,0.0058015625,Dow St Charles Operations,LA
55040,False,41.194822313743565,97.9673609262565,0.062553125,0.120196875,0.3492578125,Mid-Georgia Cogeneration Facility,GA
54914,False,0.9076489543015815,2.0307429130698478,0.030778125,0.0742640625,0.011421875,Brooklyn Navy Yard Cogeneration,NY
141,False,27.630126838966945,27.630126838966945,0.0141140625,0.0013765625,0.0,Agua Fria,AZ
7848,False,159.8358688782919,194.8988483713595,0.042990625,0.000275,0.1870203125,Holden,MO
2494,False,1.946302370996615,3.6719473583862223,0.0342140625,0.072840625,0.020459375,Gowanus Gas Turbines Generating,NY
55700,False,15.876906861423913,35.652325827866754,0.569815625,0.012709375,0.487103125,Mint Farm Generating Station,WA
57028,False,136.9844512351731,136.9851462190585,0.1578734375,0.24470625,3.125e-05,Langley Gulch Power Plant,ID
10298,False,18.954990489756,24.791812651089717,0.0027984375,0.004396875,0.02653125,Bayou Cogen Plant,TX
55818,False,29.476699022412046,78.48626763527056,0.0842953125,0.0074515625,0.2609140625,Frederickson Power LP,WA
7721,False,25.826991148357866,54.77133251457159,0.008315625,0.0120484375,0.1346609375,Theodore Cogen Facility,AL
3250,False,82.27045489114508,135.02702912201048,0.017028125,0.1013546875,0.3048140625,Darlington County,SC
55238,True,101.15490451653538,,,,,NRG Rockford I,IL
7754,False,170.5181186884699,185.8595404662113,0.071425,0.000375,0.096915625,Nodaway,MO
55296,True,3.1531418879527378,,,,,Calumet Energy Team LLC,IL
6046,False,11.357426654821168,36.20275306508487,0.0027390625,0.2891328125,0.2074078125,DeBary,FL
58933,True,14.364621926844862,,,,,Shell Chemical Appalachia LLC,PA
55395,False,176.65378392051548,176.75455658389507,0.00315625,0.0255484375,0.0005171875,Crossroads Energy Center,MS
55748,False,7.526675478626438,7.772699774049685,0.233684375,0.1579671875,0.0625796875,Los Esteros Critical Energy Center,CA
55051,False,82.66868065746576,83.95822325678168,0.00190625,4.0625e-05,0.0058328125,Westlake Plaquemine,LA
1016,False,53.73094163816312,98.97890997142186,0.03396875,0.0398,0.238096875,Butler-Warner Generation Plant,NC
55482,False,136.08722703915217,145.91568914614527,0.2750796875,0.0321875,0.0968640625,Goldendale Generating Station,WA
1391,False,39.48377198794687,45.53082677460694,0.004196875,0.002559375,0.0277375,Louisiana 1,LA
55179,False,50.40648622246509,76.40826581799513,0.39005,0.0681375,0.42849375,Rathdrum Power LLC,ID
56078,False,177.31853600687802,177.31853600687802,0.0008703125,0.006059375,0.0,Walnut Energy Center,CA
50489,False,37.732412596798326,58.93220103632011,0.0010265625,0.0074078125,0.099328125,PPG Powerhouse C,LA
54844,True,42.69807245781273,,,,,Gordonsville Energy LP,VA
50134,False,67.87421119751559,67.87421119751559,0.3276046875,0.0182609375,3.125e-06,Sycamore Cogeneration,CA
10496,False,67.82243489805505,67.82243489805505,0.324890625,0.018115625,3.125e-06,Kern River Cogeneration,CA
55127,False,187.60742493793296,187.87082383049062,0.003184375,0.0508421875,0.0012625,Manchief Electric Generating Station,CO
7350,False,156.91728405165372,156.9412609956992,0.0423265625,0.0727484375,0.0001140625,Coyote Springs,OR
55233,True,23.868874051309852,,,,,Handsome Lake Energy LLC,PA
2511,False,2.1037162210343703,2.8640285916361545,0.0024296875,0.03679375,0.005334375,E F Barrett,NY
55048,False,12.408589781452978,51.75892486340757,0.037509375,0.13465625,0.2656765625,Tiverton Power Plant,RI
8059,False,180.35040320683257,188.34271788866118,0.004246875,8.4375e-05,0.03658125,Comanche (OK),OK
55041,False,24.65351085789981,63.41449960505522,0.12375625,0.050434375,0.2682234375,Berkshire Power,MA
57978,False,153.70541602538668,153.70541602538668,0.0013125,0.05006875,0.0,Lodi Energy Center,CA
54832,True,30.08272497046027,,,,,Brandywine Power Facility,MD
7931,False,156.8908746640094,156.9148516080549,0.0423375,0.07286875,0.0001140625,Coyote Springs II,OR
55210,False,36.13012724906304,36.13012724906304,0.006828125,0.8243796875,0.0,Afton Generating Station,NM
54574,False,48.24126392757491,95.81013094604815,0.0405203125,0.024115625,0.2524953125,Saranac Facility,NY
54537,False,37.57082884344832,53.584300038348694,0.023734375,0.139034375,0.0886765625,Ferndale Generating Station,WA
55285,True,28.859553332197798,,,,,Wolf Hills Energy,VA
6074,False,113.8362754729986,145.42364055529876,0.07213125,0.025371875,0.19985625,Greenwood (MO),MO
1239,False,135.96386739949787,179.32773441950118,0.0669609375,0.00035,0.246446875,Riverton,KS
55010,False,96.71986485200587,111.61719192699174,0.11369375,0.038,0.136075,LSP-Cottage Grove LP,MN
55011,False,134.6399230978558,145.53935537221395,0.05105,0.11009375,0.1034421875,Whitewater Generating Station,WI
1007,False,148.54411820063882,160.4637868187295,0.011959375,0.0045765625,0.059840625,Noblesville,IN
54817,False,154.38406778945674,170.93893143106533,0.0047125,0.0,0.0761453125,Johnson County,TX
1913,False,75.03671512020479,90.09249852105648,0.1062015625,0.0369296875,0.1182734375,Inver Hills,MN
55241,False,5.21203164838033,25.926026352024003,0.0148578125,0.2349921875,0.11021875,Hog Bayou Energy Center,AL
7699,False,95.95920498946138,101.96456074299888,0.01785,0.0534171875,0.0283328125,Tiger Bay,FL
389,False,183.63107463775188,183.64080441214713,0.0073296875,0.00390625,5.78125e-05,El Centro Hybrid,CA
55100,False,7.240342117851361,53.90017021425227,0.65111875,0.0403328125,0.8124640625,Rumford Power LLC,ME
55242,False,14.029987186036124,44.40008799309953,0.00905625,0.0922828125,0.14136875,Santa Rosa Energy Center,FL
7953,False,48.487983206883534,48.487983206883534,0.0835515625,0.72805625,0.0010484375,Evander Andrews Power Complex,ID
689,False,15.955787532414135,61.52205848517527,9.375e-06,0.543909375,0.3250234375,S O Purdom,FL
